"","SITE_ID","VISIT_ID","VISIT_NO","DATE_COL","TOC","DOC_PPM","NH4N_PPM","NO3_NO2","NTL_PPM","PTL_PPB","NO3N_PPM","CHLA_PPB","DIN_PPM","SITE_TYPE","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","ECO_REG","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","PCT_WATER_BSN","PCT_DEVELOPED_BSN","PCT_FOREST_BSN","PCT_AGRIC_BSN","PCT_WETLAND_BSN","TSTATE_TP","TSTATE_TN","TSTATE_CHL","PTL_COND","NTL_COND","CHLA_COND","tn.tp","TN_mol","NH4N_mol","NO3N_mol","TP_mol","DOC_mol","DIN_mol","ECO_REG_NAME"
"11","NLA06608-0005",7476,2,"8/22/2007",1.39,1.35,0.0035,0,0.058,2.5,0.0025,0.4265,0.006,"PROB_Lake",-114.8403862,43.92920926,"Region_10",15.02738514,"NO","WMT","NATURAL",19.48761255,2138,17060201,"NLA_ID-10004",5.4,0,46.6,0,2.2,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",51.302297305176,4.1407867494824e-06,2.49875062468766e-07,1.7848218747769e-07,8.07134761402708e-08,0.00011240632805995,4.28357249946455e-07,"Western Mountains"
"12","NLA06608-0005",7476,2,"8/22/2007",1.5,1.35,0.0035,0.005,0.058,2.5,0.0025,0.4265,0.006,"PROB_Lake",-114.8403862,43.92920926,"Region_10",15.02738514,"NO","WMT","NATURAL",19.48761255,2138,17060201,"NLA_ID-10004",5.4,0,46.6,0,2.2,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",51.302297305176,4.1407867494824e-06,2.49875062468766e-07,1.7848218747769e-07,8.07134761402708e-08,0.00011240632805995,4.28357249946455e-07,"Western Mountains"
"13","NLA06608-0006",7477,1,"7/17/2007",3.49,3.16,0.016,0.005,0.184,7,0.005,4.08,0.021,"PROB_Lake",-73.1465177,41.68314624,"Region_1",19.57749882,"YES","NAP","MAN-MADE",56.19974819,198.75,1100005,"NLA_CT-10001",5.1,6,68.3,18.6,1.3,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",58.1257555674408,1.3136288998358e-05,1.14228599985721e-06,3.56964374955379e-07,2.25997733192758e-07,0.000263114071606994,1.49925037481259e-06,"Northern Appalachians"
"14","NLA06608-0006",7478,2,"8/30/2007",3.1,2.96,0.0055,0,0.226,5,0.0025,2.988,0.008,"PROB_Lake",-73.1465177,41.68314624,"Region_1",19.57749882,"YES","NAP","MAN-MADE",56.19974819,198.75,1100005,"NLA_CT-10001",5.1,6,68.3,18.6,1.3,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",99.9510275083601,1.61347897479832e-05,3.92660812450917e-07,1.7848218747769e-07,1.61426952280542e-07,0.000246461282264779,5.71142999928607e-07,"Northern Appalachians"
"15","NLA06608-0006",7478,2,"8/30/2007",3.17,2.96,0.0055,0.005,0.226,5,0.0025,2.988,0.008,"PROB_Lake",-73.1465177,41.68314624,"Region_1",19.57749882,"YES","NAP","MAN-MADE",56.19974819,198.75,1100005,"NLA_CT-10001",5.1,6,68.3,18.6,1.3,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",99.9510275083601,1.61347897479832e-05,3.92660812450917e-07,1.7848218747769e-07,1.61426952280542e-07,0.000246461282264779,5.71142999928607e-07,"Northern Appalachians"
"16","NLA06608-0007",7479,1,"7/24/2007",6.99,6.68,0.013,0.005,0.493,8,0.005,2.432,0.018,"PROB_Lake",-92.04001797,45.58064546,"Region_5",159.855637,"NO","UMW","NATURAL",25.4747633,390.86,7050007,"NLA_WI-10005",9.3,3.3,63.8,10.3,12.3,"OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",136.271727216874,3.51966873706004e-05,9.28107374883987e-07,3.56964374955379e-07,2.58283123648867e-07,0.000556203164029975,1.28507174983937e-06,"Upper Midwest"
"17","NLA06608-0007",7480,2,"9/6/2007",6.47,6.52,0.011,0.005,0.523,7,0.005,4.088,0.016,"PROB_Lake",-92.04001797,45.58064546,"Region_5",159.855637,"NO","UMW","NATURAL",25.4747633,390.86,7050007,"NLA_WI-10005",9.3,3.3,63.8,10.3,12.3,"OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",165.216142183541,3.73384736203327e-05,7.85321624901835e-07,3.56964374955379e-07,2.25997733192758e-07,0.000542880932556203,1.14228599985721e-06,"Upper Midwest"
"18","NLA06608-0008",7481,1,"7/12/2007",8.66,7.6,0.024,0.005,0.801,66,0.005,30.24,0.029,"PROB_Lake",-93.59040488,41.29211104,"Region_7",3.396573599,"NO","TPL","MAN-MADE",48.7370362,261.56,7100008,"NLA_IA-10003",7.7,7.2,34.6,41.8,0.9,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",26.8372127360541,5.71856928678518e-05,1.71342899978582e-06,3.56964374955379e-07,2.13083577010315e-06,0.000632805995004163,2.0703933747412e-06,"Temperate Plains"
"19","NLA06608-0008",7482,2,"8/22/2007",9.13,7.13,0.014,0.005,1.525,79,0.005,148.2,0.019,"PROB_Lake",-93.59040488,41.29211104,"Region_7",3.396573599,"NO","TPL","MAN-MADE",48.7370362,261.56,7100008,"NLA_IA-10003",7.7,7.2,34.6,41.8,0.9,"EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED",42.6866015879492,0.000108874134361391,9.99500249875062e-07,3.56964374955379e-07,2.55054584603256e-06,0.000593671940049958,1.35646462483044e-06,"Temperate Plains"
"20","NLA06608-0010",7483,1,"7/17/2007",4.96,4.94,0.017,0.005,0.473,10,0.005,4.384,0.022,"PROB_Lake",-83.50588771,42.61823014,"Region_5",81.58117426,"YES","UMW","NATURAL",30.03733238,284.65,4090005,"NLA_MI-10005",10.9,53.8,20.8,3.2,9.8,"OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",104.594769936846,3.37688298707789e-05,1.21367887484829e-06,3.56964374955379e-07,3.22853904561083e-07,0.000411323896752706,1.57064324980367e-06,"Upper Midwest"
"21","NLA06608-0010",7484,2,"8/18/2007",4.74,4.545,0.0065,0,0.517,10,0.0025,3.324,0.009,"PROB_Lake",-83.50588771,42.61823014,"Region_5",81.58117426,"YES","UMW","NATURAL",30.03733238,284.65,4090005,"NLA_MI-10005",10.9,53.8,20.8,3.2,9.8,"OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",114.324515977483,3.69101163703862e-05,4.64053687441993e-07,1.7848218747769e-07,3.22853904561083e-07,0.000378434637801832,6.42535874919683e-07,"Upper Midwest"
"22","NLA06608-0010",7484,2,"8/18/2007",4.69,4.545,0.0065,0.005,0.517,10,0.0025,3.324,0.009,"PROB_Lake",-83.50588771,42.61823014,"Region_5",81.58117426,"YES","UMW","NATURAL",30.03733238,284.65,4090005,"NLA_MI-10005",10.9,53.8,20.8,3.2,9.8,"OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",114.324515977483,3.69101163703862e-05,4.64053687441993e-07,1.7848218747769e-07,3.22853904561083e-07,0.000378434637801832,6.42535874919683e-07,"Upper Midwest"
"23","NLA06608-0012",7485,1,"6/13/2007",8.71,8.01,0.078,0.279,1.026,159,0.29,4.9,0.368,"PROB_Lake",-96.87178731,35.99078823,"Region_6",3.451225091,"NO","SPL","MAN-MADE",177.6575126,255.6,11050003,"NLA_OK-10001",2.7,4.9,13.4,17.8,0,"HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","MESOTROPHIC (2-7 ug/L)","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED","1:LEAST DISTURBED",14.2691815861827,7.32490897408439e-05,5.56864424930392e-06,2.0703933747412e-05,5.13337708252122e-06,0.000666944213155704,2.62725779967159e-05,"Southern Plains"
"24","NLA06608-0012",7486,2,"9/18/2007",6.44,6.14,0.016,0.136,1.052,142,0.155,21.28,0.171,"PROB_Lake",-96.87178731,35.99078823,"Region_6",3.451225091,"NO","SPL","MAN-MADE",177.6575126,255.6,11050003,"NLA_OK-10001",2.7,4.9,13.4,17.8,0,"HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED","1:LEAST DISTURBED",16.382350887884,7.51053044906118e-05,1.14228599985721e-06,1.10658956236168e-05,4.58452544476738e-06,0.000511240632805995,1.2208181623474e-05,"Southern Plains"
"25","NLA06608-0013",7487,1,"9/4/2007",6.12,4.79,0.01,0.005,0.384,28,0.005,16.027,0.015,"PROB_Lake",-74.56255123,39.97428032,"Region_2",147.9090567,"YES","CPL","MAN-MADE",37.14025576,15.44,2040202,"NLA_NJ-10001",0.9,18.7,46.3,10.9,18.9,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED","1:LEAST DISTURBED",30.3264811656213,2.74148639965731e-05,7.13928749910759e-07,3.56964374955379e-07,9.03990932771033e-07,0.000398834304746045,1.07089312486614e-06,"Coastal Plains"
"26","NLA06608-0013",7488,2,"9/14/2007",5.96,4.35,0.011,0,0.2485,20,0.008,8.912,0.019,"PROB_Lake",-74.56255123,39.97428032,"Region_2",147.9090567,"YES","CPL","MAN-MADE",37.14025576,15.44,2040202,"NLA_NJ-10001",0.9,18.7,46.3,10.9,18.9,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","EUTROPHIC (7-30 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",27.4754760352074,1.77411294352824e-05,7.85321624901835e-07,5.71142999928607e-07,6.45707809122167e-07,0.000362198168193172,1.35646462483044e-06,"Coastal Plains"
"27","NLA06608-0013",7488,2,"9/14/2007",5.96,4.35,0.011,0.005,0.2485,20,0.008,8.912,0.019,"PROB_Lake",-74.56255123,39.97428032,"Region_2",147.9090567,"YES","CPL","MAN-MADE",37.14025576,15.44,2040202,"NLA_NJ-10001",0.9,18.7,46.3,10.9,18.9,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","EUTROPHIC (7-30 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",27.4754760352074,1.77411294352824e-05,7.85321624901835e-07,5.71142999928607e-07,6.45707809122167e-07,0.000362198168193172,1.35646462483044e-06,"Coastal Plains"
"28","NLA06608-0014",7489,1,"8/6/2007",43.8,41.27,0.036,0.005,4.147,175,0.005,8.748,0.041,"PROB_Lake",-100.5756807,47.83492738,"Region_8",324.9301387,"NO","TPL","NATURAL",12.80952857,498.4,9010003,"NLA_ND-10001",9.2,5,0,50.4,13.7,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED","1:LEAST DISTURBED",52.4016322474298,0.000296066252587992,2.57014349967873e-06,3.56964374955379e-07,5.64994332981896e-06,0.00343630308076603,2.92710787463411e-06,"Temperate Plains"
"29","NLA06608-0014",7490,2,"8/23/2007",43.9,40.705,0.039,0,4.3905,168,0.25,22.5,0.289,"PROB_Lake",-100.5756807,47.83492738,"Region_8",324.9301387,"NO","TPL","NATURAL",12.80952857,498.4,9010003,"NLA_ND-10001",9.2,5,0,50.4,13.7,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED","1:LEAST DISTURBED",57.7901109191233,0.000313450417648319,2.78432212465196e-06,1.7848218747769e-05,5.4239455966262e-06,0.00338925895087427,2.06325408724209e-05,"Temperate Plains"
"30","NLA06608-0014",7490,2,"8/23/2007",43.84,40.705,0.039,0.005,4.3905,168,0.25,22.5,0.289,"PROB_Lake",-100.5756807,47.83492738,"Region_8",324.9301387,"NO","TPL","NATURAL",12.80952857,498.4,9010003,"NLA_ND-10001",9.2,5,0,50.4,13.7,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED","1:LEAST DISTURBED",57.7901109191233,0.000313450417648319,2.78432212465196e-06,1.7848218747769e-05,5.4239455966262e-06,0.00338925895087427,2.06325408724209e-05,"Temperate Plains"
"31","NLA06608-0015",7491,1,"7/10/2007",3.78,3.78,0.016,0.005,0.47,109,0.005,20,0.021,"PROB_Lake",-107.2747938,33.0071076,"Region_6",6.92095662,"YES","XER","MAN-MADE",173.9929805,1275.36,13030101,"NLA_NM-10001",0.4,1.6,29.8,2.3,1.3,"HYPEREUTROPHIC (> 100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE",9.53498882214201,3.35546512458057e-05,1.14228599985721e-06,3.56964374955379e-07,3.51910755971581e-06,0.00031473771856786,1.49925037481259e-06,"Xeric"
"32","NLA06608-0015",7492,2,"8/29/2007",3.82,3.725,0.006,0.001,0.4385,99,0.0025,13.856,0.0085,"PROB_Lake",-107.2747938,33.0071076,"Region_6",6.92095662,"YES","XER","MAN-MADE",173.9929805,1275.36,13030101,"NLA_NM-10001",0.4,1.6,29.8,2.3,1.3,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE",9.7945216685474,3.13057756835868e-05,4.28357249946455e-07,1.7848218747769e-07,3.19625365515472e-06,0.000310158201498751,6.06839437424145e-07,"Xeric"
"33","NLA06608-0015",7492,2,"8/29/2007",3.78,3.725,0.006,0.005,0.4385,99,0.0025,13.856,0.0085,"PROB_Lake",-107.2747938,33.0071076,"Region_6",6.92095662,"YES","XER","MAN-MADE",173.9929805,1275.36,13030101,"NLA_NM-10001",0.4,1.6,29.8,2.3,1.3,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE",9.7945216685474,3.13057756835868e-05,4.28357249946455e-07,1.7848218747769e-07,3.19625365515472e-06,0.000310158201498751,6.06839437424145e-07,"Xeric"
"34","NLA06608-0016",7493,1,"6/27/2007",4.88,4.69,0.081,0.021,0.49,6,0.067,13,0.148,"PROB_Lake",-100.7797567,41.03025217,"Region_7",4.160811284,"YES","SPL","MAN-MADE",641.0233086,916,10190018,"NLA_NE-10010",16,6.5,0.1,14.1,1.2,"OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",180.589983330002,3.49825087456272e-05,5.78282287427715e-06,4.78332262440209e-06,1.9371234273665e-07,0.000390507910074938,1.05661454986792e-05,"Southern Plains"
"35","NLA06608-0016",7494,2,"7/11/2007",4.77,4.51,0.0325,0.031,0.6945,39,0.0775,16.64,0.11,"PROB_Lake",-100.7797567,41.03025217,"Region_7",4.160811284,"YES","SPL","MAN-MADE",641.0233086,916,10190018,"NLA_NE-10010",16,6.5,0.1,14.1,1.2,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",39.3782553917382,4.95823516813022e-05,2.32026843720997e-06,5.53294781180838e-06,1.25913022778822e-06,0.000375520399666944,7.85321624901835e-06,"Southern Plains"
"36","NLA06608-0016",7494,2,"7/11/2007",4.87,4.51,0.0325,0.03,0.6945,39,0.0775,16.64,0.11,"PROB_Lake",-100.7797567,41.03025217,"Region_7",4.160811284,"YES","SPL","MAN-MADE",641.0233086,916,10190018,"NLA_NE-10010",16,6.5,0.1,14.1,1.2,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",39.3782553917382,4.95823516813022e-05,2.32026843720997e-06,5.53294781180838e-06,1.25913022778822e-06,0.000375520399666944,7.85321624901835e-06,"Southern Plains"
"37","NLA06608-0019",7496,1,"6/11/2007",47.22,44.99,1.709,0.879,7.047,801,0.819,4.032,2.528,"PROB_Lake",-99.51185877,46.36688788,"Region_8",21.96428238,"NO","NPL","NATURAL",103.3135279,600.25,10130104,"NLA_ND-10002",12.3,3.1,0.1,28.9,1.6,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","MESOTROPHIC (2-7 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",19.4545228544909,0.000503105590062112,0.000122010423359749,5.84707646176912e-05,2.58605977553428e-05,0.00374604496253122,0.00018048118797744,"Northern Plains"
"38","NLA06608-0019",7497,2,"8/7/2007",55.69,50.135,0.087,0,6.0905,1395,0.0025,45.072,0.0895,"PROB_Lake",-99.51185877,46.36688788,"Region_8",21.96428238,"NO","NPL","NATURAL",103.3135279,600.25,10130104,"NLA_ND-10002",12.3,3.1,0.1,28.9,1.6,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",9.65445067782642,0.000434818305133148,6.2111801242236e-06,1.7848218747769e-07,4.50381196862711e-05,0.0041744379683597,6.38966231170129e-06,"Northern Plains"
