lakeid,sampledate,doc,no3no2,totpf,totpuf,flagdoc,flagno3no2,flagtotpf,flagtotpuf
MO,2017-07-11,,,,,,,,
MO,2017-07-11,,,,,,,,
MO,2017-07-11,,,,,,,,
MO,2017-07-11,5.57,,,,,,,
MO,2017-07-11,,,,,,,,
MO,2017-07-11,,,,,,,,
MO,2017-07-11,,,,,,,,
MO,2017-07-11,5.23,,,,,,,
MO,2017-07-11,,,,,,,,
MO,2017-07-11,,,,,,,,
MO,2017-07-11,,,,,,,,
MO,2017-07-11,5.04,,,,,,,
MO,2017-07-11,,,,,,,,
MO,2017-07-11,5.03,,,,,,,
MO,2017-07-11,,,,,,,,
MO,2017-07-11,5.14,,,,,,,
MO,2017-07-11,,,,,,,,
MO,2017-07-11,4.98,,,,,,,
MO,2017-07-11,,,,,,,,
MO,2017-07-11,5.04,,,,,,,
MO,2017-07-11,,,,,,,,
MO,2017-07-11,4.99,,,,,,,
MO,2017-07-11,,,,,,,,
MO,2017-07-11,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-07-25,,,,,,,,
MO,2017-08-08,5.13,,13,45,,,,
MO,2017-08-08,,,,,,,,
MO,2017-08-08,,,,,,,,
MO,2017-08-08,,,,,,,,
MO,2017-08-08,5.26,,12,38,,,e,
MO,2017-08-08,,,,,,,,
MO,2017-08-08,4.94,,12,36,,,,
MO,2017-08-08,,,,,,,,
MO,2017-08-08,5.00,,12,34,,,,L
MO,2017-08-08,,,,,,,,
MO,2017-08-08,,,,,,,,
MO,2017-08-08,,,,,,,,
MO,2017-08-08,4.87,,,,,,,
MO,2017-08-08,,,,,,,,
MO,2017-08-08,4.82,,344,337,,,,
MO,2017-08-08,,,,,,,,
MO,2017-08-08,4.84,,,,,,,
MO,2017-08-08,,,,,,,,
MO,2017-08-08,5.07,,483,486,,,,
MO,2017-08-08,,,,,,,,
MO,2017-08-08,4.94,,,,,,,
MO,2017-08-08,,,,,,,,
MO,2017-08-08,5.00,,482,513,,,,
MO,2017-08-08,,,,,,,,
MO,2017-08-08,,,,,,,,
MO,2017-08-08,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-08-23,,,,,,,,
MO,2017-09-12,10.05,,,,,,,
MO,2017-09-12,,,,,,,,
MO,2017-09-12,,,,,,,,
MO,2017-09-12,,,,,,,,
MO,2017-09-12,5.66,,,,,,,
MO,2017-09-12,,,,,,,,
MO,2017-09-12,,,,,,,,
MO,2017-09-12,,,,,,,,
MO,2017-09-12,5.12,,,,,,,
MO,2017-09-12,,,,,,,,
MO,2017-09-12,5.78,,,,,,,
MO,2017-09-12,,,,,,,,
MO,2017-09-12,,,,,,,,
MO,2017-09-12,5.32,,,,,,,
MO,2017-09-12,,,,,,,,
MO,2017-09-12,5.12,,,,,,,
MO,2017-09-12,,,,,,,,
MO,2017-09-12,5.20,,,,,,,
MO,2017-09-12,,,,,,,,
MO,2017-09-12,6.03,,,,,,,
MO,2017-09-12,,,,,,,,
MO,2017-09-12,5.48,,,,,,,
MO,2017-09-12,,,,,,,,
MO,2017-09-12,,,,,,,,
MO,2017-09-12,,,,,,,,
MO,2017-10-05,5.23,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-10-05,5.37,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-10-05,5.22,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-10-05,5.66,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-10-05,,,,,,,,
MO,2017-11-03,4.87,,98,110,,,,
MO,2017-11-03,,,,,,,,
MO,2017-11-03,,,,,,,,
MO,2017-11-03,,,,,,,,
MO,2017-11-03,4.83,,105,110,,,,
MO,2017-11-03,,,,,,,,
MO,2017-11-03,,,,,,,,
MO,2017-11-03,,,,,,,,
MO,2017-11-03,4.85,,,,,,,
MO,2017-11-03,,,,,,,,
MO,2017-11-03,,,,,,,,
MO,2017-11-03,,,,,,,,
MO,2017-11-03,,,,,,,,
MO,2017-11-03,,,,,,,,
MO,2017-11-03,,,,,,,,
MO,2017-11-03,,,,,,,,
MO,2017-11-03,,,,,,,,
MO,2017-11-03,,,,,,,,
MO,2017-11-03,,,,,,,,
MO,2017-11-03,,,,,,,,
MO,2017-11-03,4.93,,101,110,,,,
MO,2017-11-03,,,,,,,,
MO,2018-01-24,4.67,,73,81,,,,
MO,2018-01-24,,,,,,,,
MO,2018-01-24,,,,,,,,
MO,2018-01-24,,,,,,,,
MO,2018-01-24,4.87,,,,,,,
MO,2018-01-24,,,,,,,,
MO,2018-01-24,,,,,,,,
MO,2018-01-24,,,,,,,,
MO,2018-01-24,4.96,,102,101,,,,
MO,2018-01-24,,,,,,,,
MO,2018-01-24,,,,,,,,
MO,2018-01-24,,,,,,,,
MO,2018-01-24,,,,,,,,
MO,2018-01-24,,,,,,,,
MO,2018-01-24,,,,,,,,
MO,2018-01-24,,,,,,,,
MO,2018-01-24,,,,,,,,
MO,2018-01-24,,,,,,,,
MO,2018-01-24,,,,,,,,
MO,2018-01-24,,,,,,,,
MO,2018-01-24,4.81,,27,249,,,,
MO,2018-01-24,,,,,,,,
MO,2018-01-24,,,,,,,,
MO,2018-04-24,5.03,,18,27,,,NL,NL
MO,2018-04-24,,,,,,,,
MO,2018-04-24,,,,,,,,
MO,2018-04-24,,,,,,,,
MO,2018-04-24,5.10,,,,,,,
MO,2018-04-24,,,,,,,,
MO,2018-04-24,,,,,,,,
MO,2018-04-24,,,,,,,,
MO,2018-04-24,5.09,,11,22,,,,
MO,2018-04-24,,,,,,,,
MO,2018-04-24,,,,,,,,
MO,2018-04-24,,,,,,,,
MO,2018-04-24,5.03,,,,,,,
MO,2018-04-24,,,,,,,,
MO,2018-04-24,,,,,,,,
MO,2018-04-24,,,,,,,,
MO,2018-04-24,5.02,,,,,,,
MO,2018-04-24,,,,,,,,
MO,2018-04-24,,,,,,,,
MO,2018-04-24,,,,,,,,
MO,2018-04-24,5.06,,6,27,,,,
MO,2018-04-24,,,,,,,,
MO,2018-04-24,,,,,,,,
MO,2018-05-15,4.99,,,,,,,
MO,2018-05-15,,,,,,,,
MO,2018-05-15,,,,,,,,
MO,2018-05-15,,,,,,,,
MO,2018-05-15,5.21,,,,,,,
MO,2018-05-15,,,,,,,,
MO,2018-05-15,,,,,,,,
MO,2018-05-15,,,,,,,,
MO,2018-05-15,5.15,,,,,,,
MO,2018-05-15,,,,,,,,
MO,2018-05-15,,,,,,,,
MO,2018-05-15,,,,,,,,
MO,2018-05-15,5.11,,,,,,,
MO,2018-05-15,,,,,,,,
MO,2018-05-15,,,,,,,,
MO,2018-05-15,,,,,,,,
MO,2018-05-15,5.26,,,,,,,
MO,2018-05-15,,,,,,,,
MO,2018-05-15,,,,,,,,
MO,2018-05-15,,,,,,,,
MO,2018-05-15,5.50,,,,,,,
MO,2018-05-15,,,,,,,,
MO,2018-05-15,,,,,,,,
MO,2018-05-15,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-05-31,,,,,,,,
MO,2018-06-12,5.92,,,,,,,
MO,2018-06-12,,,,,,,,
MO,2018-06-12,,,,,,,,
MO,2018-06-12,,,,,,,,
MO,2018-06-12,5.85,,,,,,,
MO,2018-06-12,,,,,,,,
MO,2018-06-12,,,,,,,,
MO,2018-06-12,,,,,,,,
MO,2018-06-12,,,,,,,,
MO,2018-06-12,,,,,,,,
MO,2018-06-12,,,,,,,,
MO,2018-06-12,5.34,,,,,,,
MO,2018-06-12,,,,,,,,
MO,2018-06-12,,,,,,,,
MO,2018-06-12,,,,,,,,
MO,2018-06-12,5.34,,,,,,,
MO,2018-06-12,,,,,,,,
MO,2018-06-12,,,,,,,,
MO,2018-06-12,5.51,,,,,,,
MO,2018-06-12,,,,,,,,
MO,2018-06-12,5.53,,,,,,,
MO,2018-06-12,,,,,,,,
MO,2018-06-12,5.74,,,,,,,
MO,2018-06-12,,,,,,,,
MO,2018-06-12,5.70,,,,,,,
MO,2018-06-12,,,,,,,,
MO,2018-06-12,5.74,,,,,,,
MO,2018-06-12,,,,,,,,
MO,2018-06-12,,,,,,,,
MO,2018-06-12,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-06-26,,,,,,,,
MO,2018-07-10,5.78,,,,,,,
MO,2018-07-10,,,,,,,,
MO,2018-07-10,,,,,,,,
MO,2018-07-10,,,,,,,,
MO,2018-07-10,5.66,,,,,,,
MO,2018-07-10,,,,,,,,
MO,2018-07-10,,,,,,,,
MO,2018-07-10,,,,,,,,
MO,2018-07-10,,,,,,,,
MO,2018-07-10,,,,,,,,
MO,2018-07-10,,,,,,,,
MO,2018-07-10,5.24,,,,,,,
MO,2018-07-10,,,,,,,,
MO,2018-07-10,,,,,,,,
MO,2018-07-10,,,,,,,,
MO,2018-07-10,5.45,,,,,,,
MO,2018-07-10,,,,,,,,
MO,2018-07-10,5.56,,,,,,,
MO,2018-07-10,,,,,,,,
MO,2018-07-10,5.67,,,,,,,
MO,2018-07-10,,,,,,,,
MO,2018-07-10,5.74,,,,,,,
MO,2018-07-10,,,,,,,,
MO,2018-07-10,5.60,,,,,,,
MO,2018-07-10,,,,,,,,
MO,2018-07-10,5.63,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-07-24,,,,,,,,
MO,2018-08-07,5.02,,6,20,,,,
MO,2018-08-07,,,,,,,,
MO,2018-08-07,,,,,,,,
MO,2018-08-07,,,,,,,,
MO,2018-08-07,5.00,,5,21,,,,
MO,2018-08-07,,,,,,,,
MO,2018-08-07,,,,,,,,
MO,2018-08-07,5.10,,6,23,,,,
MO,2018-08-07,,,,,,,,
MO,2018-08-07,,,,,,,,
MO,2018-08-07,,,,,,,,
MO,2018-08-07,4.88,,6,20,,,,
MO,2018-08-07,,,,,,,,
MO,2018-08-07,,,,,,,,
MO,2018-08-07,5.01,,,,,,,
MO,2018-08-07,,,,,,,,
MO,2018-08-07,5.06,,351,372,,,,E
MO,2018-08-07,,,,,,,,
MO,2018-08-07,5.08,,,,,,,
MO,2018-08-07,,,,,,,,
MO,2018-08-07,5.18,,440,445,,,,
MO,2018-08-07,,,,,,,,
MO,2018-08-07,5.22,,,,,,,
MO,2018-08-07,,,,,,,,
MO,2018-08-07,5.21,,437,459,,,,
MO,2018-08-07,,,,,,,,
MO,2018-08-07,,,,,,,,
MO,2018-08-07,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-08-21,,,,,,,,
MO,2018-09-06,4.84,,,,,,,
MO,2018-09-06,,,,,,,,
MO,2018-09-06,,,,,,,,
MO,2018-09-06,,,,,,,,
MO,2018-09-06,4.88,,,,,,,
MO,2018-09-06,,,,,,,,
MO,2018-09-06,,,,,,,,
MO,2018-09-06,,,,,,,,
MO,2018-09-06,4.82,,,,,,,
MO,2018-09-06,,,,,,,,
MO,2018-09-06,,,,,,,,
MO,2018-09-06,4.68,,,,,,,
MO,2018-09-06,,,,,,,,
MO,2018-09-06,,,,,,,,
MO,2018-09-06,4.72,,,,,,,
MO,2018-09-06,,,,,,,,
MO,2018-09-06,4.76,,,,,,,
MO,2018-09-06,,,,,,,,
MO,2018-09-06,4.89,,,,,,,
MO,2018-09-06,,,,,,,,
MO,2018-09-06,4.84,,,,,,,
MO,2018-09-06,,,,,,,,
MO,2018-09-06,4.95,,,,,,,
MO,2018-09-06,,,,,,,,
MO,2018-09-06,,,,,,,,
MO,2018-09-06,,,,,,,,
MO,2018-10-08,4.82,,,,,,,
MO,2018-10-08,,,,,,,,
MO,2018-10-08,,,,,,,,
MO,2018-10-08,,,,,,,,
MO,2018-10-08,4.77,,,,,,,
MO,2018-10-08,,,,,,,,
MO,2018-10-08,,,,,,,,
MO,2018-10-08,,,,,,,,
MO,2018-10-08,4.92,,,,,,,
MO,2018-10-08,,,,,,,,
MO,2018-10-08,,,,,,,,
MO,2018-10-08,,,,,,,,
MO,2018-10-08,,,,,,,,
MO,2018-10-08,,,,,,,,
MO,2018-10-08,,,,,,,,
MO,2018-10-08,,,,,,,,
MO,2018-10-08,,,,,,,,
MO,2018-10-08,,,,,,,,
MO,2018-10-08,,,,,,,,
MO,2018-10-08,,,,,,,,
MO,2018-10-08,,,,,,,,
MO,2018-10-08,,,,,,,,
MO,2018-10-08,4.73,,,,,,,
MO,2018-10-08,,,,,,,,
MO,2018-10-08,,,,,,,,
MO,2018-10-31,4.88,,84,102,L,,,
MO,2018-10-31,,,,,,,,
MO,2018-10-31,,,,,,,,
MO,2018-10-31,,,,,,,,
MO,2018-10-31,4.68,,87,98,,,,
MO,2018-10-31,,,,,,,,
MO,2018-10-31,,,,,,,,
MO,2018-10-31,,,,,,,,
MO,2018-10-31,4.66,,,,,,,
MO,2018-10-31,,,,,,,,
MO,2018-10-31,,,,,,,,
MO,2018-10-31,,,,,,,,
MO,2018-10-31,,,,,,,,
MO,2018-10-31,,,,,,,,
MO,2018-10-31,,,,,,,,
MO,2018-10-31,,,,,,,,
MO,2018-10-31,,,,,,,,
MO,2018-10-31,,,,,,,,
MO,2018-10-31,,,,,,,,
MO,2018-10-31,,,,,,,,
MO,2018-10-31,5.19,,52,100,,,,
MO,2018-10-31,,,,,,,,
MO,2019-02-27,,,,,,,,
MO,2019-02-27,,,,,,,,
MO,2019-02-27,,,,,,,,
MO,2019-02-27,,,,,,,,
MO,2019-02-27,,,,,,,,
MO,2019-02-27,,,,,,,,
MO,2019-02-27,,,,,,,,
MO,2019-02-27,,,,,,,,
MO,2019-02-27,,,,,,,,
MO,2019-02-27,,,,,,,,
MO,2019-02-27,,,,,,,,
MO,2019-02-27,,,,,,,,
MO,2019-02-27,,,,,,,,
MO,2019-02-27,,,,,,,,
MO,2019-02-27,,,,,,,,
MO,2019-02-27,,,,,,,,
MO,2019-02-27,,,,,,,,
MO,2019-02-27,,,,,,,,
MO,2019-02-27,,,,,,,,
MO,2019-02-27,,,,,,,,
MO,2019-02-27,,,,,,,,
MO,2019-02-27,,,,,,,,
MO,2019-04-16,,,,,,,,
MO,2019-04-16,,,,,,,,
MO,2019-04-16,,,,,,,,
MO,2019-04-16,,,,,,,,
MO,2019-04-16,,,,,,,,
MO,2019-04-16,,,,,,,,
MO,2019-04-16,,,,,,,,
MO,2019-04-16,,,,,,,,
MO,2019-04-16,,,,,,,,
MO,2019-04-16,,,,,,,,
MO,2019-04-16,,,,,,,,
MO,2019-04-16,,,,,,,,
MO,2019-04-16,,,,,,,,
MO,2019-04-16,,,,,,,,
MO,2019-04-16,,,,,,,,
MO,2019-04-16,,,,,,,,
MO,2019-04-16,,,,,,,,
MO,2019-04-16,,,,,,,,
MO,2019-04-16,,,,,,,,
MO,2019-04-16,,,,,,,,
MO,2019-04-16,,,,,,,,
MO,2019-04-16,,,,,,,,
MO,2019-04-16,,,,,,,,
MO,2019-04-30,,,,,,,,
MO,2019-04-30,,,,,,,,
MO,2019-04-30,,,,,,,,
MO,2019-04-30,,,,,,,,
MO,2019-04-30,,,,,,,,
MO,2019-04-30,,,,,,,,
MO,2019-04-30,,,,,,,,
MO,2019-04-30,,,,,,,,
MO,2019-04-30,,,,,,,,
MO,2019-04-30,,,,,,,,
MO,2019-04-30,,,,,,,,
MO,2019-04-30,,,,,,,,
MO,2019-04-30,,,,,,,,
MO,2019-04-30,,,,,,,,
MO,2019-04-30,,,,,,,,
MO,2019-04-30,,,,,,,,
MO,2019-04-30,,,,,,,,
MO,2019-04-30,,,,,,,,
MO,2019-04-30,,,,,,,,
MO,2019-04-30,,,,,,,,
MO,2019-04-30,,,,,,,,
MO,2019-05-14,,,,,,,,
MO,2019-05-14,,,,,,,,
MO,2019-05-14,,,,,,,,
MO,2019-05-14,,,,,,,,
MO,2019-05-14,,,,,,,,
MO,2019-05-14,,,,,,,,
MO,2019-05-14,,,,,,,,
MO,2019-05-14,,,,,,,,
MO,2019-05-14,,,,,,,,
MO,2019-05-14,,,,,,,,
MO,2019-05-14,,,,,,,,
MO,2019-05-14,,,,,,,,
MO,2019-05-14,,,,,,,,
MO,2019-05-14,,,,,,,,
MO,2019-05-14,,,,,,,,
MO,2019-05-14,,,,,,,,
MO,2019-05-14,,,,,,,,
MO,2019-05-14,,,,,,,,
MO,2019-05-14,,,,,,,,
MO,2019-05-14,,,,,,,,
MO,2019-05-14,,,,,,,,
MO,2019-05-14,,,,,,,,
MO,2019-05-14,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-05-29,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-12,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-06-26,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-10,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-07-23,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-08-06,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
