Site Label,Collection Site or Zone,Plot,Point,Date,Plant,Rake toss replicate,Rake Fullness
FDS-Aug2,FDS,2-Aug,1,2016-08-25,Eurasian Watermilfoil,1,3
FDS-Aug2,FDS,2-Aug,1,2016-08-25,Coontail,1,1
FDS-Aug2,FDS,2-Aug,1,2016-08-25,White Water Crowfoot,1,0
FDS-Aug2,FDS,2-Aug,1,2016-08-25,Elodea,1,2
FDS-Aug2,FDS,2-Aug,1,2016-08-25,Sheathed Pondweed,1,1
FDS-Aug1,FDS,1-Aug,1,2016-08-25,Eurasian Watermilfoil,1,2
FDS-Aug1,FDS,1-Aug,1,2016-08-25,Coontail,1,1
FDS-Aug1,FDS,1-Aug,1,2016-08-25,White Water Crowfoot,1,0
FDS-Aug1,FDS,1-Aug,1,2016-08-25,Algal-leaved Pondweed,1,0
FDS-Aug1,FDS,1-Aug,1,2016-08-25,Elodea,1,1
FDS-Aug1,FDS,1-Aug,1,2016-08-25,Sheathed Pondweed,1,1
FDS-Aug7,FDS,7-Aug,1,2016-08-25,Eurasian Watermilfoil,1,1
FDS-Aug7,FDS,7-Aug,1,2016-08-25,Coontail,1,1
FDS-Aug7,FDS,7-Aug,1,2016-08-25,Water Marigold,1,0
FDS-Aug7,FDS,7-Aug,1,2016-08-25,White Water Crowfoot,1,0
FDS-Aug7,FDS,7-Aug,1,2016-08-25,Elodea,1,1
FDS-Aug7,FDS,7-Aug,1,2016-08-25,Sheathed Pondweed,1,3
FDS-Aug7,FDS,7-Aug,1,2016-08-25,Flatstem Pondweed,1,1
FDS-Aug7,FDS,7-Aug,1,2016-08-25,Northern Watermilfoil,1,0
FDS-Aug6,FDS,6-Aug,1,2016-08-25,Eurasian Watermilfoil,1,1
FDS-Aug6,FDS,6-Aug,1,2016-08-25,Coontail,1,0
FDS-Aug6,FDS,6-Aug,1,2016-08-25,White Water Crowfoot,1,1
FDS-Aug6,FDS,6-Aug,1,2016-08-25,Elodea,1,1
FDS-Aug6,FDS,6-Aug,1,2016-08-25,Aquatic Moss,1,0
FDS-Aug6,FDS,6-Aug,1,2016-08-25,Sheathed Pondweed,1,2
FDS-Aug6,FDS,6-Aug,1,2016-08-25,Flatstem Pondweed,1,0
FDS-Aug6,FDS,6-Aug,1,2016-08-25,Northern Watermilfoil,1,0
HowellD-1,Howells Doc,1,1,2016-08-26,Eurasian Watermilfoil,1,2
HowellD-1,Howells Doc,1,1,2016-08-26,Eel Grass/Water Celery,1,2
CourtE,Court East,NA,1,2016-08-26,Eurasian Watermilfoil,1,1
CourtE,Court East,NA,1,2016-08-26,Coontail,1,0
CourtE,Court East,NA,1,2016-08-26,Water Marigold,1,0
CourtE,Court East,NA,1,2016-08-26,Curly-leaf Pondweed,1,0
CourtE,Court East,NA,1,2016-08-26,Eel Grass/Water Celery,1,1
CourtE,Court East,NA,1,2016-08-26,Elodea,1,2
CourtE,Court East,NA,1,2016-08-26,Flatstem Pondweed,1,0
CourtE-Bouy2,Court East,2,A+B+C,2017-06-20,Eurasian Watermilfoil,1,1
CourtE-Bouy2,Court East,2,A+B+C,2017-06-20,Elodea,1,2
CourtE-Bouy2,Court East,2,A+B+C,2017-06-20,Coontail,1,1
CourtE-Bouy2,Court East,2,A+B+C,2017-06-20,Small Pondweed,1,1
CourtE-Bouy2,Court East,2,A+B+C,2017-06-20,Curly-leaf Pondweed,1,1
CourtE-Bouy3,Court East,3,A+B+C,2017-06-20,Eurasian Watermilfoil,1,2
CourtE-Bouy3,Court East,3,A+B+C,2017-06-20,Algal-leaved Pondweed,1,1
CourtE-Bouy3,Court East,3,A+B+C,2017-06-20,Elodea,1,2
CourtE-Bouy3,Court East,3,A+B+C,2017-06-20,Coontail,1,1
CourtE-Bouy3,Court East,3,A+B+C,2017-06-20,Curly-leaf Pondweed,1,1
CourtE-Bouy3,Court East,3,A+B+C,2017-06-20,Small Pondweed,1,1
CourtE-Bouy1,Court East,1,A+B+C,2017-06-20,Eurasian Watermilfoil,1,2
CourtE-Bouy1,Court East,1,A+B+C,2017-06-20,Elodea,1,1
CourtE-Bouy1,Court East,1,A+B+C,2017-06-20,Small Pondweed,1,2
CourtE-Bouy1,Court East,1,A+B+C,2017-06-20,Curly-leaf Pondweed,1,0
HowellsDock-Bouy3,Howells Dock,3,A+B+C,2017-06-21,Eurasian Watermilfoil,1,1
HowellsDock-Bouy3,Howells Dock,3,A+B+C,2017-06-21,Coontail,1,0
HowellsDock-Bouy3,Howells Dock,3,A+B+C,2017-06-21,Water Stargrass,1,0
HowellsDock-Bouy3,Howells Dock,3,A+B+C,2017-06-21,Eel Grass/Water Celery,1,0
HowellsDock-Bouy1,Howells Dock,1,A+B+C,2017-06-21,Eurasian Watermilfoil,1,1
HowellsDock-Bouy1,Howells Dock,1,A+B+C,2017-06-21,Eel Grass/Water Celery,1,1
HowellsDock-Bouy2,Howells Dock,2,A+B+C,2017-06-21,Eurasian Watermilfoil,1,0
HowellsDock-Bouy2,Howells Dock,2,A+B+C,2017-06-21,Chara spp.,1,1
HowellsDock-Bouy2,Howells Dock,2,A+B+C,2017-06-21,Flatstem Pondweed,1,0
Chappell-Bouy1,Chappell,1,A+B,2017-06-21,Eurasian Watermilfoil,1,1
Chappell-Bouy2,Chappell,2,A+B,2017-06-21,Eurasian Watermilfoil,1,1
FDS2-pt1,FDS,1,A+B+C,2017-06-22,Curly-leaf Pondweed,1,1
FDS2-pt1,FDS,1,A+B+C,2017-06-22,Leafy Pondweed,1,1
FDS2-pt1,FDS,1,A+B+C,2017-06-22,Small Pondweed,1,1
FDS2-pt1,FDS,1,A+B+C,2017-06-22,Flatstem Pondweed,1,1
FDS2-pt1,FDS,1,A+B+C,2017-06-22,Eurasian Watermilfoil,1,1
FDS2-pt1,FDS,1,A+B+C,2017-06-22,Elodea,1,2
FDS2-pt1,FDS,1,A+B+C,2017-06-22,Water Stargrass,1,0
FDS2-pt2,FDS,2,A+B+C,2017-06-22,Leafy Pondweed,1,0
FDS2-pt2,FDS,2,A+B+C,2017-06-22,Water Stargrass,1,1
FDS2-pt2,FDS,2,A+B+C,2017-06-22,Eurasian Watermilfoil,1,0
FDS2-pt2,FDS,2,A+B+C,2017-06-22,Elodea,1,1
FDS2-pt2,FDS,2,A+B+C,2017-06-22,Small Pondweed,1,0
Neil-Buoy1,Neil,1,A+B+C,2017-06-23,Chara spp.,1,1
Neil-Buoy1,Neil,1,A+B+C,2017-06-23,Eurasian Watermilfoil,1,1
Neil-Buoy2,Neil,2,A+B+C,2017-06-23,Chara spp.,1,1
Neil-Buoy3,Neil,3,A+B+C,2017-06-23,Chara spp.,1,0
Neil-Buoy3,Neil,3,A+B+C,2017-06-23,Eurasian Watermilfoil,1,1
Neil-Buoy3,Neil,3,A+B+C,2017-06-23,Lake Quillwort,1,0
Neil-Buoy3,Neil,3,A+B+C,2017-06-23,Elodea,1,1
FDS4-pt1,FDS,1,A+B+C,2017-06-22,Curly-leaf Pondweed,1,3
FDS4-pt1,FDS,1,A+B+C,2017-06-22,Small Pondweed,1,1
FDS4-pt1,FDS,1,A+B+C,2017-06-22,Eurasian Watermilfoil,1,1
FDS4-pt1,FDS,1,A+B+C,2017-06-22,Flatstem Pondweed,1,0
FDS4-pt2,FDS,2,A+B+C,2017-06-22,Curly-leaf Pondweed,1,0
FDS4-pt2,FDS,2,A+B+C,2017-06-22,Water Marigold ,1,0
FDS4-pt2,FDS,2,A+B+C,2017-06-22,Eurasian Watermilfoil,1,1
FDS4-pt2,FDS,2,A+B+C,2017-06-22,Elodea,1,2
FDS4-pt2,FDS,2,A+B+C,2017-06-22,Coontail,1,0
FDS4-pt2,FDS,2,A+B+C,2017-06-22,Leafy Pondweed,1,0
FDS4-pt2,FDS,2,A+B+C,2017-06-22,Water Stargrass,1,1
FDS4-pt2,FDS,2,A+B+C,2017-06-22,Northern Milfoil,1,1
FDS4-pt3,FDS,3,A+B+C,2017-06-22,Eurasian Watermilfoil,1,2
FDS4-pt3,FDS,3,A+B+C,2017-06-22,Curly-leaf Pondweed,1,1
FDS4-pt3,FDS,3,A+B+C,2017-06-22,Water Stargrass,1,1
FDS4-pt3,FDS,3,A+B+C,2017-06-22,Small Pondweed,1,1
HesselControl1.1,Neil,1,A+B+C,2017-07-20,Eurasian Watermilfoil,1,1
HesselControl1.1,Neil,1,A+B+C,2017-07-20,Chara spp.,1,0
HesselControl1.2,Neil,2,A+B+C,2017-07-20,Chara spp.,1,1
HesselControl1.3,Neil,3,A,2017-07-20,Eurasian Watermilfoil,1,1
HesselControl1.3,Neil,3,A,2017-07-20,Chara spp.,1,3
HesselControl1.3,Neil,3,A,2017-07-20,Northern Milfoil,1,1
HesselControl1.3,Neil,3,A,2017-07-20,Small Pondweed,1,1
HesselMarina1.1,Hessel Marina,1,A+B+C,2017-07-20,Eurasian Watermilfoil,1,2
HesselMarina1.1,Hessel Marina,1,A+B+C,2017-07-20,Curly-leaf Pondweed,1,1
HesselMarina1.1,Hessel Marina,1,A+B+C,2017-07-20,Elodea,1,1
HesselMarina1.1,Hessel Marina,1,A+B+C,2017-07-20,Flatstem Pondweed,1,0
HesselMarina1.2,Hessel Marina,2,A+B+C,2017-07-20,Eurasian Watermilfoil,1,2
HesselMarina1.2,Hessel Marina,2,A+B+C,2017-07-20,Flatstem Pondweed,1,0
HesselMarina1.2,Hessel Marina,2,A+B+C,2017-07-20,Elodea,1,1
HesselMarina1.2,Hessel Marina,2,A+B+C,2017-07-20,Coontail,1,3
HesselMarina1.2,Hessel Marina,2,A+B+C,2017-07-20,Small Pondweed,1,1
HesselMarina1.3,Hessel Marina,3,A,2017-07-20,Eurasian Watermilfoil,1,3
HesselMarina1.3,Hessel Marina,3,A,2017-07-20,Flatstem Pondweed,1,1
HesselMarina1.3,Hessel Marina,3,A,2017-07-20,Coontail,1,3
FDS Aug 1.4,FDS,4,A,2017-07-19,Elodea,1,3
FDS Aug 1.4,FDS,4,A,2017-07-19,Water Stargrass,1,2
FDS Aug 1.4,FDS,4,A,2017-07-19,Small Pondweed,1,2
FDS Aug 1.4,FDS,4,A,2017-07-19,Curly-leaf Pondweed,1,1
FDS Aug 1.5,FDS,5,A,2017-07-19,Elodea,1,1
FDS Aug 1.5,FDS,5,A,2017-07-19,Eurasian Watermilfoil,1,1
FDS Aug 2.2,FDS,2,A,2017-07-19,Eurasian Watermilfoil,1,3
FDS Control 1.4,FDS,4,A,2017-07-19,Elodea,1,4
FDS Control 1.4,FDS,4,A,2017-07-19,Eurasian Watermilfoil,1,1
FDS Control 1.4,FDS,4,A,2017-07-19,Coontail,1,2
FDS Control 1.5,FDS,5,A,2017-07-19,Elodea,1,4
FDS Control 1.5,FDS,5,A,2017-07-19,Eurasian Watermilfoil,1,1
FDS Control 1.5,FDS,5,A,2017-07-19,Water Stargrass,1,1
FDS Control 1.5,FDS,5,A,2017-07-19,Coontail,1,3
FDS Control 1.5,FDS,5,A,2017-07-19,Flatstem Pondweed,1,2
FDS Control 1.5,FDS,5,A,2017-07-19,Chara spp.,1,1
FDS Aug 1.1,FDS,1,A+B+C,2017-07-18,Eurasian Watermilfoil,1,2
FDS Aug 1.1,FDS,1,A+B+C,2017-07-18,Coontail,1,1
FDS Aug 1.1,FDS,1,A+B+C,2017-07-18,Curly-leaf Pondweed,1,1
FDS Aug 1.1,FDS,1,A+B+C,2017-07-18,Small Pondweed,1,1
FDS Aug 1.1,FDS,1,A+B+C,2017-07-18,Elodea,1,1
FDS Aug 1.2,FDS,2,A+B+C,2017-07-18,Eurasian Watermilfoil,1,3
FDS Aug 1.2,FDS,2,A+B+C,2017-07-18,Small Pondweed,1,1
FDS Aug 1.2,FDS,2,A+B+C,2017-07-18,Water Stargrass,1,1
FDS Aug 1.2,FDS,2,A+B+C,2017-07-18,Elodea,1,1
FDS Aug 1.2,FDS,2,A+B+C,2017-07-18,Coontail,1,3
FDS Aug 1.2,FDS,2,A+B+C,2017-07-18,Curly-leaf Pondweed,1,1
FDS Aug 1.2,FDS,2,A+B+C,2017-07-18,Flatstem Pondweed,1,1
FDS Aug 2.1,FDS,1,A+B+C,2017-07-18,Water Stargrass,1,0
FDS Aug 2.1,FDS,1,A+B+C,2017-07-18,Eurasian Watermilfoil,1,1
FDS Aug 2.1,FDS,1,A+B+C,2017-07-18,Flatstem Pondweed,1,0
FDS Aug 2.1,FDS,1,A+B+C,2017-07-18,Elodea,1,1
FDS Aug 2.1,FDS,1,A+B+C,2017-07-18,Coontail,1,0
FDS Aug 2.1,FDS,1,A+B+C,2017-07-18,Curly-leaf Pondweed,1,0
FDS Aug 2.1,FDS,1,A+B+C,2017-07-18,Small Pondweed,1,0
FDS Aug 2.1,FDS,1,A+B+C,2017-07-18,Chara spp.,1,0
FDS Control 1.1,FDS,1,A+B+C,2017-07-19,Elodea,1,3
FDS Control 1.1,FDS,1,A+B+C,2017-07-19,Coontail,1,1
FDS Control 1.1,FDS,1,A+B+C,2017-07-19,Eurasian Watermilfoil,1,1
FDS Control 1.1,FDS,1,A+B+C,2017-07-19,Water Stargrass,1,1
FDS Control 1.1,FDS,1,A+B+C,2017-07-19,Small Pondweed,1,1
FDS Control 1.1,FDS,1,A+B+C,2017-07-19,Flatstem Pondweed,1,0
FDS Control 1.2,FDS,2,A+B+C,2017-07-19,Elodea,1,3
FDS Control 1.2,FDS,2,A+B+C,2017-07-19,Eurasian Watermilfoil,1,1
FDS Control 1.2,FDS,2,A+B+C,2017-07-19,Flatstem Pondweed,1,0
FDS Control 1.2,FDS,2,A+B+C,2017-07-19,Small Pondweed,1,1
FDS Control 1.2,FDS,2,A+B+C,2017-07-19,Coontail,1,1
FDS Control 1.2,FDS,2,A+B+C,2017-07-19,Eel Grass/Water Celery,1,0
FDS Control 1.2,FDS,2,A+B+C,2017-07-19,Curly-leaf Pondweed,1,0
FDS Control 1.3,FDS,3,A+B+C,2017-07-19,Elodea,1,NA
FDS Control 1.3,FDS,3,A+B+C,2017-07-19,Eurasian Watermilfoil,1,1
FDS Control 1.3,FDS,3,A+B+C,2017-07-19,Coontail,1,1
FDS Control 1.3,FDS,3,A+B+C,2017-07-19,Flatstem Pondweed,1,0
FDS Control 1.3,FDS,3,A+B+C,2017-07-19,Small Pondweed,1,1
FDS Control 1.3,FDS,3,A+B+C,2017-07-19,Leafy Pondweed,1,1
FDS Control 1.3,FDS,3,A+B+C,2017-07-19,Slender Naiad,1,0
Court East Bouy1,Court East,1,A+B+C,2017-07-19,Eurasian Watermilfoil,1,1
Court East Bouy1,Court East,1,A+B+C,2017-07-19,Elodea,1,3
Court East Bouy1,Court East,1,A+B+C,2017-07-19,Flatstem Pondweed,1,1
Court East Bouy1,Court East,1,A+B+C,2017-07-19,Coontail,1,3
Court East Bouy1,Court East,1,A+B+C,2017-07-19,Small Pondweed,1,0
Court East Bouy2,Court East,2,A+B+C,2017-07-19,Elodea,1,2
Court East Bouy2,Court East,2,A+B+C,2017-07-19,Eurasian Watermilfoil,1,1
Court East Bouy2,Court East,2,A+B+C,2017-07-19,Flatstem Pondweed,1,0
Court East Bouy2,Court East,2,A+B+C,2017-07-19,Small Pondweed,1,0
Court East Bouy2,Court East,2,A+B+C,2017-07-19,Coontail,1,1
Court West Bouy 3,Court West,3,A+B+C,2017-07-20,Eurasian Watermilfoil,1,1
Court West Bouy 3,Court West,3,A+B+C,2017-07-20,Small Pondweed,1,3
Court West Bouy 3,Court West,3,A+B+C,2017-07-20,Elodea,1,2
Court West Bouy 3,Court West,3,A+B+C,2017-07-20,Coontail,1,3
Court West Bouy 3,Court West,3,A+B+C,2017-07-20,Curly-leaf Pondweed,1,0
Court West Bouy 3,Court West,3,A+B+C,2017-07-20,Flatstem Pondweed,1,0
Court West 1.1,Court West,1,A,2017-07-20,Eurasian Watermilfoil,1,1
Court West 1.1,Court West,1,A,2017-07-20,Elodea,1,2
Court West 1.1,Court West,1,A,2017-07-20,Small Pondweed,1,1
Court West 1.1,Court West,1,A,2017-07-20,Coontail,1,2
Court West 1.2,Court West,2,A,2017-07-20,Eurasian Watermilfoil,1,3
Court West 1.2,Court West,2,A,2017-07-20,Elodea,1,1
Court West 1.2,Court West,2,A,2017-07-20,Small Pondweed,1,1
Court West 1.2,Court West,2,A,2017-07-20,Coontail,1,1
Court West 1.2,Court West,2,A,2017-07-20,Curly-leaf Pondweed,1,1
Court West 1.3,Court West,3,A,2017-07-20,Elodea,1,1
Court West 1.3,Court West,3,A,2017-07-20,Small Pondweed,1,4
Court West 1.3,Court West,3,A,2017-07-20,Coontail,1,3
Breezeswept South 1.2,Breezeswept South,2,A,2017-07-20,Eurasian Watermilfoil,1,1
Breezeswept South 1.2,Breezeswept South,2,A,2017-07-20,Small Pondweed,1,1
Breezeswept South 1.2,Breezeswept South,2,A,2017-07-20,Elodea,1,1
Breezeswept South 1.2,Breezeswept South,2,A,2017-07-20,Flatstem Pondweed,1,1
Breezeswept South 1.2,Breezeswept South,2,A,2017-07-20,Floating Bur-reed,1,1
Breezeswept South 1.3,Breezeswept South,3,A,2017-07-20,Eurasian Watermilfoil,1,1
Breezeswept South 1.3,Breezeswept South,3,A,2017-07-20,Elodea,1,3
Breezeswept South 1.3,Breezeswept South,3,A,2017-07-20,Flatstem Pondweed,1,2
Breezeswept North 1.3,Breezeswept North,3,A,2017-07-20,Elodea,1,3
Breezeswept North 1.3,Breezeswept North,3,A,2017-07-20,Algal-leaved Pondweed,1,3
Breezeswept North 1.3,Breezeswept North,3,A,2017-07-20,Coontail,1,1
Breezeswept North 1.3,Breezeswept North,3,A,2017-07-20,Water Marigold,1,1
Breezeswept North 1.4,Breezeswept North,4,A,2017-07-20,Elodea,1,4
Breezeswept North 1.5,Breezeswept North,5,A,2017-07-20,Eurasian Watermilfoil,1,2
Breezeswept North 1.5,Breezeswept North,5,A,2017-07-20,Elodea,1,1
Breezeswept North 1.5,Breezeswept North,5,A,2017-07-20,Variable Pondweed,1,3
Breezeswept North 1.5,Breezeswept North,5,A,2017-07-20,Algal-leaved Pondweed,1,1
Breezeswept North 1.1,Breezeswept North,1,A+B+C,2017-07-19,Eurasian Watermilfoil,1,1
Breezeswept North 1.1,Breezeswept North,1,A+B+C,2017-07-19,Elodea,1,1
Breezeswept North 1.1,Breezeswept North,1,A+B+C,2017-07-19,Flatstem Pondweed,1,2
Breezeswept North 1.1,Breezeswept North,1,A+B+C,2017-07-19,Coontail,1,0
Breezeswept North 1.1,Breezeswept North,1,A+B+C,2017-07-19,Variable Pondweed,1,0
Breezeswept North 1.1,Breezeswept North,1,A+B+C,2017-07-19,Curly-leaf Pondweed,1,1
Breezeswept North 1.1,Breezeswept North,1,A+B+C,2017-07-19,Large-leaf Pondweed,1,0
Breezeswept North 1.1,Breezeswept North,1,A+B+C,2017-07-19,Water Stargrass,1,0
Breezeswept South 1.1,Breezeswept South,1,A+B+C,2017-07-19,Flatstem Pondweed,1,0
Breezeswept South 1.1,Breezeswept South,1,A+B+C,2017-07-19,Chara spp.,1,0
Breezeswept South 1.1,Breezeswept South,1,A+B+C,2017-07-19,Elodea,1,1
Breezeswept South 1.1,Breezeswept South,1,A+B+C,2017-07-19,Coontail,1,0
Breezeswept South 1.1,Breezeswept South,1,A+B+C,2017-07-19,Northern Milfoil,1,0
Breezeswept South 1.1,Breezeswept South,1,A+B+C,2017-07-19,Water Crowfoot,1,0
Breezeswept South 1.1,Breezeswept South,1,A+B+C,2017-07-19,Small Pondweed,1,0
FDS 4 - virtual bouy 2,FDS,2,A+B+C,2017-08-22,Eurasian Watermilfoil,1,3
FDS 4 - virtual bouy 2,FDS,2,A+B+C,2017-08-22,Water Stargrass,1,1
FDS 4 - virtual bouy 2,FDS,2,A+B+C,2017-08-22,Elodea,1,0
FDS 4 - virtual bouy 2,FDS,2,A+B+C,2017-08-22,Eel Grass/Water Celery,1,0
FDS 4 - virtual bouy 2,FDS,2,A+B+C,2017-08-22,Coontail,1,0
FDS 4 - virtual bouy 1,FDS,1,A+B+C,2017-08-22,Eurasian Watermilfoil,1,1
FDS 4 - virtual bouy 1,FDS,1,A+B+C,2017-08-22,Water Stargrass,1,2
FDS 4 - virtual bouy 1,FDS,1,A+B+C,2017-08-22,Elodea,1,1
FDS 4 - virtual bouy 1,FDS,1,A+B+C,2017-08-22,Coontail,1,0
FDS Control 1,FDS,1,A+B+C,2017-08-22,Eurasian Watermilfoil,1,2
FDS Control 1,FDS,1,A+B+C,2017-08-22,Water Stargrass,1,1
FDS Control 1,FDS,1,A+B+C,2017-08-22,Flatstem Pondweed,1,1
FDS Control 1,FDS,1,A+B+C,2017-08-22,Elodea,1,2
FDS Control 1,FDS,1,A+B+C,2017-08-22,Slender Naiad,1,1
FDS Control 1,FDS,1,A+B+C,2017-08-22,Water Crowfoot,1,1
FDS Control 2,FDS,2,A+B+C,2017-08-22,Eurasian Watermilfoil,1,1
FDS Control 2,FDS,2,A+B+C,2017-08-22,Flatstem Pondweed,1,1
FDS Control 2,FDS,2,A+B+C,2017-08-22,Coontail,1,2
FDS Control 2,FDS,2,A+B+C,2017-08-22,Elodea,1,3
FDS Control 2,FDS,2,A+B+C,2017-08-22,Eel Grass/Water Celery,1,0
Court West Bouy 3,Court West,3,A+B+C,2017-08-23,Eurasian Watermilfoil,1,0
Court West Bouy 3,Court West,3,A+B+C,2017-08-23,Flatstem Pondweed,1,1
Court West Bouy 3,Court West,3,A+B+C,2017-08-23,Clasping-leaf Pondweed,1,1
Court West Bouy 3,Court West,3,A+B+C,2017-08-23,Coontail,1,3
Court West Bouy 3,Court West,3,A+B+C,2017-08-23,Elodea,1,2
Court West Bouy 3,Court West,3,A+B+C,2017-08-23,Small Pondweed,1,1
Court West Bouy 5,Court West,5,A,2017-08-23,Eurasian Watermilfoil,1,2
Court West Bouy 5,Court West,5,A,2017-08-23,Coontail,1,2
Court West Bouy 5,Court West,5,A,2017-08-23,Water Stargrass,1,1
Court West Bouy 5,Court West,5,A,2017-08-23,Flatstem Pondweed,1,1
Court West Bouy 5,Court West,5,A,2017-08-23,Elodea,1,2
Court East Bouy 1,Court East,1,A+B+C,2017-08-23,Eurasian Watermilfoil,1,1
Court East Bouy 1,Court East,1,A+B+C,2017-08-23,Elodea,1,3
Court East Bouy 1,Court East,1,A+B+C,2017-08-23,Coontail,1,1
Court East Bouy 1,Court East,1,A+B+C,2017-08-23,Clasping-leaf Pondweed,1,1
Court East Bouy 1,Court East,1,A+B+C,2017-08-23,Flatstem Pondweed,1,0
Court East Bouy 2,Court East,2,A+B+C,2017-08-23,Eurasian Watermilfoil,1,2
Court East Bouy 2,Court East,2,A+B+C,2017-08-23,Flatstem Pondweed,1,1
Court East Bouy 2,Court East,2,A+B+C,2017-08-23,Water Stargrass,1,1
Court East Bouy 2,Court East,2,A+B+C,2017-08-23,Coontail,1,2
Court East Bouy 2,Court East,2,A+B+C,2017-08-23,Elodea,1,2
Court East Bouy 2,Court East,2,A+B+C,2017-08-23,Small Pondweed,1,1
Court East Bouy 4,Court East,4,A,2017-08-23,Eurasian Watermilfoil,1,1
Court East Bouy 4,Court East,4,A,2017-08-23,Elodea,1,4
Court East Bouy 4,Court East,4,A,2017-08-23,Coontail,1,2
Breezeswept N Site 1 (SW corner),Breezeswept North,1,A+B+C,2017-08-23,Eurasian Watermilfoil,1,2
Breezeswept N Site 1 (SW corner),Breezeswept North,1,A+B+C,2017-08-23,Variable Pondweed,1,0
Breezeswept N Site 1 (SW corner),Breezeswept North,1,A+B+C,2017-08-23,Coontail,1,1
Breezeswept N Site 1 (SW corner),Breezeswept North,1,A+B+C,2017-08-23,Flatstem Pondweed,1,0
Breezeswept N Site 1 (SW corner),Breezeswept North,1,A+B+C,2017-08-23,Elodea,1,3
Breezeswept N Site 1 (SW corner),Breezeswept North,1,A+B+C,2017-08-23,Various-leaved Watermilfoil,1,0
Breezeswept N Site 1 (SW corner),Breezeswept North,1,A+B+C,2017-08-23,Clasping-leaf Pondweed,1,0
Breezeswept N Site 2 (near dock),Breezeswept North,2,A+B+C,2017-08-23,Eurasian Watermilfoil,1,0
Breezeswept N Site 2 (near dock),Breezeswept North,2,A+B+C,2017-08-23,Flatstem Pondweed,1,1
Breezeswept N Site 2 (near dock),Breezeswept North,2,A+B+C,2017-08-23,Elodea,1,3
Breezeswept N Site 2 (near dock),Breezeswept North,2,A+B+C,2017-08-23,Variable Pondweed,1,0
Breezeswept N Site 2 (near dock),Breezeswept North,2,A+B+C,2017-08-23,Coontail,1,2
Breezeswept N Site 2 (near dock),Breezeswept North,2,A+B+C,2017-08-23,Water Stargrass,1,1
Breezeswept N Site 3 (offshore from dock),Breezeswept North,3,A+B+C,2017-08-23,Eurasian Watermilfoil,1,0
Breezeswept N Site 3 (offshore from dock),Breezeswept North,3,A+B+C,2017-08-23,Flatstem Pondweed,1,0
Breezeswept N Site 3 (offshore from dock),Breezeswept North,3,A+B+C,2017-08-23,Water Stargrass,1,0
Breezeswept N Site 3 (offshore from dock),Breezeswept North,3,A+B+C,2017-08-23,Coontail,1,0
Breezeswept N Site 3 (offshore from dock),Breezeswept North,3,A+B+C,2017-08-23,Various-leaved Watermilfoil,1,2
Breezeswept N Site 3 (offshore from dock),Breezeswept North,3,A+B+C,2017-08-23,Small Pondweed,1,1
Breezeswept N Site 3 (offshore from dock),Breezeswept North,3,A+B+C,2017-08-23,Eel Grass/Water Celery,1,1
Breezeswept N Site 3 (offshore from dock),Breezeswept North,3,A+B+C,2017-08-23,Elodea,1,1
Breezeswept N Site 3 (offshore from dock),Breezeswept North,3,A+B+C,2017-08-23,Water Marigold,1,0
Breezeswept S pt1,Breezeswept South,1,A+B+C,2017-08-24,Eurasian Watermilfoil,1,1
Breezeswept S pt1,Breezeswept South,1,A+B+C,2017-08-24,Small Pondweed,1,0
Breezeswept S pt1,Breezeswept South,1,A+B+C,2017-08-24,Floating Bur-reed,1,0
Breezeswept S pt1,Breezeswept South,1,A+B+C,2017-08-24,Water Marigold,1,0
Breezeswept S pt1,Breezeswept South,1,A+B+C,2017-08-24,Water Stargrass,1,0
Breezeswept S pt1,Breezeswept South,1,A+B+C,2017-08-24,Small Nitella,1,3
Breezeswept S pt1,Breezeswept South,1,A+B+C,2017-08-24,Coontail,1,0
Breezeswept S pt1,Breezeswept South,1,A+B+C,2017-08-24,Chara spp.,1,1
Breezeswept S pt1,Breezeswept South,1,A+B+C,2017-08-24,Eel Grass/Water Celery,1,1
Breezeswept S pt1,Breezeswept South,1,A+B+C,2017-08-24,Sago Pondweed,1,1
Breezeswept S pt2,Breezeswept South,2,A+B+C,2017-08-24,Eurasian Watermilfoil,1,1
Breezeswept S pt2,Breezeswept South,2,A+B+C,2017-08-24,Water Stargrass,1,1
Breezeswept S pt2,Breezeswept South,2,A+B+C,2017-08-24,Floating Bur-reed,1,0
Breezeswept S pt2,Breezeswept South,2,A+B+C,2017-08-24,Small Nitella,1,1
Breezeswept S pt2,Breezeswept South,2,A+B+C,2017-08-24,Various-leaved Watermilfoil,1,1
Breezeswept S pt2,Breezeswept South,2,A+B+C,2017-08-24,Chara spp.,1,1
Breezeswept S pt2,Breezeswept South,2,A+B+C,2017-08-24,Elodea,1,1
Breezeswept S pt2,Breezeswept South,2,A+B+C,2017-08-24,Coontail,1,0
Hessel Marina Point 7,Hessel Marina,7,A+B+C,2017-08-24,Eurasian Watermilfoil,1,1
Hessel Marina Point 7,Hessel Marina,7,A+B+C,2017-08-24,Coontail,1,1
Hessel Marina Point 7,Hessel Marina,7,A+B+C,2017-08-24,Water Stargrass,1,0
Hessel Marina Point 7,Hessel Marina,7,A+B+C,2017-08-24,Chara spp.,1,1
Hessel Marina Point 7,Hessel Marina,7,A+B+C,2017-08-24,Elodea,1,1
